ID;Usia;Jenis_Kelamin;Status_Pernikahan;Pendidikan;Jumlah_Anak;Wilayah;Jenis_Pekerjaan;Lama_Bekerja_Tahun;Pendapatan_Bulanan;Pengeluaran_Bulanan;Nilai_Aset;Hutang_Existing;Kepemilikan_Rumah;Riwayat_Kredit;Skor_Kesehatan_Keuangan;Jumlah_Rekening;Tujuan_Pinjaman;Jumlah_Pinjaman;Tenor_Bulan;Layak_Kredit
480;20;Laki-laki;Duda/Janda;S1;3;Bali;Wirausaha;18;1951821225;8744049;449023102;138494629;Sewa;Buruk;569;1;Renovasi Rumah;156456898;84;Layak
481;55;Perempuan;Menikah;D3;0;Bali;Freelance;6;6664991;7133628;247748184;128376385;Milik Sendiri;Tidak Ada Riwayat;666;4;Modal Usaha;121872846;48;Tidak Layak
482;19;Laki-laki;Menikah;S1;2;Jawa;PNS;18;14818206;7243815;363407298;;Kontrak;Tidak Ada Riwayat;788;4;Renovasi Rumah;164568593;60;Layak
483;53;Perempuan;Menikah;SMA;2;Sumatera;PNS;10;12767115;6071817;522192948;88232926;Milik Sendiri;Buruk;558;3;Pendidikan;20249782;60;Layak
484;64;Perempuan;Menikah;S1;2;Jawa;Swasta;19;5167344;3826137;411578848;56019289;Menumpang;Baik;449;4;Modal Usaha;127474134;84;Layak
485;18;Perempuan;Duda/Janda;SMA;0;Sumatera;Swasta;34;13029652;15413451;716429314;;Kontrak;Tidak Ada Riwayat;742;3;Konsumtif;131459198;60;Layak
486;54;Laki-laki;Menikah;SMA;2;Sulawesi;Swasta;18;9062471;9412482;763180867;85694750;Kontrak;Baik;373;5;Konsumtif;109725872;48;Layak
487;23;Laki-laki;Menikah;SMA;0;Sumatera;PNS;2;6078658;1936986;496543984;120424502;Milik Sendiri;Cukup;384;4;Pendidikan;155222368;36;Tidak Layak
488;61;Laki-laki;Lajang;D3;2;Jawa;Wirausaha;7;6050575;5122636;447283808;125534950;Sewa;Buruk;695;3;Renovasi Rumah;92283372;12;Tidak Layak
489;34;Laki-laki;Menikah;D3;0;Jawa;PNS;28;8956943;6015453;465731676;75898074;Milik Sendiri;Cukup;418;1;Konsumtif;159502121;48;Layak
490;49;Laki-laki;Lajang;SMP;1;Jawa;Tidak Bekerja;0;144051;500000;445985552;121330356;Menumpang;Cukup;828;2;Modal Usaha;26407782;60;Tidak Layak
491;51;Laki-laki;Duda/Janda;SMP;5;Sumatera;Freelance;19;16742417;13874754;443373310;121588864;Sewa;Tidak Ada Riwayat;;2;Renovasi Rumah;146541164;84;Layak
492;57;Laki-laki;Menikah;D3;0;Sulawesi;PNS;11;10723971;8561711;639363076;129071669;Milik Sendiri;Baik;450;3;Kesehatan;121975210;84;Layak
493;60;Laki-laki;Lajang;SMA;5;Sumatera;Freelance;3;11938403;11225770;55374926;143495849;Sewa;Buruk;689;5;Kesehatan;40724678;36;Tidak Layak
494;58;Laki-laki;Menikah;SD;5;Kalimantan;PNS;31;10823884;4013763;532681862;17601572;Kontrak;Cukup;387;4;Renovasi Rumah;174679461;60;Layak
495;33;Perempuan;Cerai;S1;5;Kalimantan;Swasta;1;4407207;2753206;347022768;123183090;Sewa;Buruk;401;4;Modal Usaha;195173192;36;Tidak Layak
496;24;Laki-laki;Lajang;D3;0;Bali;Wirausaha;24;1746947;966381;167339696;15622653;Sewa;Baik;805;4;Renovasi Rumah;21130409;24;Layak
497;44;Perempuan;Menikah;D3;4;NTT/NTB;Swasta;26;6018295;3407775;678604776;95313469;Milik Sendiri;Buruk;638;4;Modal Usaha;182315149;60;Tidak Layak
498;25;Perempuan;Duda/Janda;S2;3;Sumatera;Wirausaha;8;2333368;1077370;68339745;110788229;Sewa;Baik;429;1;Renovasi Rumah;8501906;24;Tidak Layak
499;43;Laki-laki;Lajang;SMA;5;Jawa;Freelance;23;17228244;15337079;743661612;132378538;Menumpang;Buruk;545;1;Konsumtif;100196654;60;Layak
500;40;Perempuan;Menikah;S1;4;Jawa;Swasta;11;16274929;13649100;429205693;90266679;Milik Sendiri;Baik;459;3;Konsumtif;9652440;36;Layak
501;42;Laki-laki;Lajang;D3;1;Sumatera;Swasta;34;15504141;4694057;295324770;2275933;Milik Sendiri;Cukup;790;2;Kesehatan;191978956;84;Layak
502;62;Laki-laki;Menikah;S1;1;Jawa;Swasta;33;16482514;9922033;497717233;52437181;Milik Sendiri;Buruk;657;4;Renovasi Rumah;158140919;48;Layak
503;36;Perempuan;Duda/Janda;SMA;1;Jawa;Freelance;2;3397597;2334075;357573615;127179871;Sewa;Baik;550;4;Modal Usaha;144655088;84;Layak
504;24;Perempuan;Menikah;S1;4;Jawa;Wirausaha;13;12642041;14112159;696645991;113559503;Milik Sendiri;Baik;746;1;Kesehatan;146410889;36;Layak
505;63;Laki-laki;Menikah;SMP;0;Sumatera;Swasta;12;15067045;4766877;760932037;62891278;Milik Sendiri;Cukup;622;4;Renovasi Rumah;16086843;24;Layak
506;32;Laki-laki;Lajang;D3;5;Sumatera;Freelance;20;13921799;12937724;517453631;127903625;Milik Sendiri;Cukup;420;4;Modal Usaha;99345812;84;Layak
507;48;Perempuan;Menikah;S1;3;Sulawesi;Swasta;12;11609363;6234496;724867692;69966003;Milik Sendiri;Baik;317;3;Investasi;11058301;48;Layak
508;25;Perempuan;Duda/Janda;SMA;5;Sumatera;Swasta;30;7615572;5669636;194806487;115341889;Milik Sendiri;Buruk;630;3;Pendidikan;64857460;84;Tidak Layak
509;35;Perempuan;Menikah;SMA;3;Jawa;Wirausaha;9;7154481;3826358;36937240;63546758;Sewa;Buruk;792;2;Modal Usaha;89127793;48;Tidak Layak
510;49;Laki-laki;Cerai;SMA;4;Jawa;Swasta;2;16067888;12025193;715838729;5201325;Sewa;Baik;380;5;Renovasi Rumah;85619423;84;Layak
511;27;Perempuan;Menikah;SMP;5;Sumatera;Tidak Bekerja;;329720;500000;578830912;30865471;Kontrak;Cukup;728;5;Investasi;96146948;60;Tidak Layak
512;48;Laki-laki;Menikah;S1;0;Sumatera;Wirausaha;15;9079164;3748408;664252272;9943192;Milik Sendiri;Baik;504;1;Renovasi Rumah;184537291;24;Layak
513;43;Laki-laki;Menikah;S1;5;Jawa;Swasta;26;7199903;2583153;518931164;17344987;Sewa;Cukup;679;4;Konsumtif;67245486;60;Layak
514;37;Perempuan;Menikah;D3;1;Jawa;Wirausaha;15;8788851;7836473;719948362;27066456;Milik Sendiri;Cukup;339;5;Konsumtif;26887323;60;Layak
515;57;Laki-laki;Lajang;D3;3;Kalimantan;Wirausaha;13;2001187;1464031;607819235;1799631;Milik Sendiri;Cukup;333;5;Kesehatan;116361116;36;Layak
516;18;Laki-laki;Menikah;SMP;5;Kalimantan;Swasta;13;13618210;15914230;548586099;80377623;Sewa;Buruk;614;1;Modal Usaha;72521478;60;Layak
517;53;Perempuan;Lajang;S1;3;Jawa;Wirausaha;4;16836063;5559809;176249680;121970344;Milik Sendiri;Buruk;492;3;Konsumtif;154079194;84;Tidak Layak
518;50;Perempuan;Menikah;SMA;4;Jawa;Swasta;21;6265092;6884077;708896560;72955142;Milik Sendiri;Baik;316;4;Investasi;135375699;24;Layak
519;39;Laki-laki;Lajang;S1;5;Sumatera;PNS;3;9505870;5643853;464213790;54106414;Menumpang;Baik;748;5;Modal Usaha;63265207;60;Layak
520;53;Perempuan;Lajang;S1;5;Jawa;PNS;8;13342595;10859818;756632419;100784497;Milik Sendiri;Baik;412;1;Modal Usaha;101288544;36;Layak
521;47;Laki-laki;Menikah;S1;3;Jawa;Freelance;6;14149658;13187345;568043146;69579341;Sewa;Buruk;350;5;Modal Usaha;176449997;60;Layak
522;50;Laki-laki;Lajang;S2;3;Sumatera;Tidak Bekerja;0;267786;500000;641783758;4872830;Menumpang;Cukup;642;5;Modal Usaha;32400488;60;Tidak Layak
523;20;Laki-laki;Lajang;SMP;1;Sumatera;Swasta;21;3601126;3457895;232063570;149817653;Milik Sendiri;Buruk;495;2;Konsumtif;144305608;36;Tidak Layak
524;28;Laki-laki;Menikah;S1;4;Jawa;Swasta;18;5378346;4353700;159826336;;Milik Sendiri;Tidak Ada Riwayat;680;1;Pendidikan;96363080;36;Tidak Layak
525;34;Laki-laki;Lajang;SMA;0;Sulawesi;Swasta;17;6771148;2193836;500910952;91291544;Milik Sendiri;Baik;710;4;Kesehatan;6630203;12;Layak
526;49;Perempuan;Lajang;S2;0;Jawa;Swasta;7;9969470;6703976;728839858;132766495;Kontrak;Baik;755;3;Pendidikan;141435049;48;Layak
527;45;Laki-laki;Lajang;SMA;2;Sulawesi;PNS;29;3790094;2319972;470892210;23139433;Menumpang;Cukup;675;1;Renovasi Rumah;175240424;12;Layak
528;45;Perempuan;Cerai;SMA;0;Sumatera;Swasta;20;8077427;8411028;439587556;78150661;Milik Sendiri;Baik;487;4;Renovasi Rumah;96161999;12;Layak
529;34;Laki-laki;Lajang;S1;1;Kalimantan;Swasta;1;4716451;5440725;56300267;118330524;Menumpang;Baik;516;5;Kesehatan;91366690;60;Tidak Layak
530;48;Laki-laki;Menikah;SD;4;Kalimantan;PNS;20;3845575;3998322;437384309;139531139;Menumpang;Tidak Ada Riwayat;458;3;Renovasi Rumah;46446856;84;Tidak Layak
531;21;Laki-laki;Duda/Janda;D3;3;Sumatera;Swasta;19;8654760;9328170;542200373;28150189;Sewa;Buruk;329;5;Renovasi Rumah;71165741;60;Layak
532;20;Laki-laki;Lajang;SMA;5;Kalimantan;Swasta;9;14220608;13680970;352157228;50995372;Milik Sendiri;Buruk;833;1;Konsumtif;134638976;84;Layak
533;23;Perempuan;Lajang;S2;2;Kalimantan;Wirausaha;12;6619740;5928039;747772933;1280791;Milik Sendiri;Buruk;838;2;Renovasi Rumah;139917572;24;Layak
534;25;Laki-laki;Menikah;SMA;5;Jawa;Wirausaha;23;17067611;16537704;370349244;66000062;Menumpang;Buruk;359;2;Kesehatan;120470374;12;Layak
535;22;Perempuan;Menikah;S1;1;Sumatera;Freelance;17;16509888;6758788;182361601;;Sewa;Tidak Ada Riwayat;542;4;Modal Usaha;108395302;36;Layak
536;18;Perempuan;Menikah;S1;1;Jawa;Swasta;24;3616246;2330417;565865258;110606836;Kontrak;Baik;730;3;Modal Usaha;102462317;24;Layak
537;23;Laki-laki;Menikah;SMA;5;Sumatera;Swasta;5;11977272;5917868;749372938;24974820;Sewa;Buruk;532;4;Renovasi Rumah;145732741;24;Layak
538;42;Laki-laki;Lajang;S1;2;Jawa;Tidak Bekerja;0;491544;500000;86402478;65954649;Sewa;Baik;761;1;Kesehatan;57021662;24;Tidak Layak
539;50;Laki-laki;Menikah;S1;2;Jawa;Freelance;18;10641146;7101139;140913280;8155732;Milik Sendiri;Cukup;800;2;Renovasi Rumah;24068806;24;Layak
540;27;Laki-laki;Lajang;SMA;5;Sumatera;Swasta;30;3630888;4103220;71943619;32232032;Sewa;Baik;843;1;Kesehatan;140720517;12;Layak
541;29;Perempuan;Menikah;S1;2;Jawa;Swasta;14;5499487;4200287;2262096;44262871;Milik Sendiri;Cukup;710;5;Investasi;20703555;84;Tidak Layak
542;45;Laki-laki;Duda/Janda;SMA;3;Jawa;PNS;11;7351587;5921166;87257342;38980363;Milik Sendiri;Buruk;318;4;Modal Usaha;115992578;84;Tidak Layak
543;50;Perempuan;Menikah;D3;5;Sulawesi;Swasta;12;3283636;1490847;677646003;50690103;Milik Sendiri;Baik;524;2;Investasi;40668550;84;Layak
544;24;Perempuan;Menikah;S1;0;Kalimantan;Tidak Bekerja;0;312864;500000;425208067;132487473;Menumpang;Baik;422;1;Renovasi Rumah;56672034;24;Layak
545;27;Perempuan;Lajang;SMP;5;Sumatera;PNS;10;10232300;4909021;367668426;33991990;Milik Sendiri;Buruk;764;4;Modal Usaha;190052462;60;Layak
546;24;Perempuan;Menikah;S1;3;Jawa;Swasta;5;13538303;10737433;355627157;41874423;Milik Sendiri;Buruk;571;3;Kesehatan;129922151;36;Layak
547;33;Perempuan;Cerai;SMA;5;Sumatera;Swasta;27;4820366;4561910;361751016;;Milik Sendiri;Tidak Ada Riwayat;461;1;Renovasi Rumah;25814722;36;Tidak Layak
548;55;Laki-laki;Menikah;SMA;1;Sumatera;Freelance;17;2702974;1260688;529642787;106071791;Sewa;Buruk;823;5;Renovasi Rumah;96900223;48;Tidak Layak
549;41;Laki-laki;Menikah;D3;3;Kalimantan;Swasta;10;3066675;1737019;251205364;46574731;Milik Sendiri;Cukup;330;4;Konsumtif;13951652;12;Tidak Layak
550;51;Perempuan;Menikah;D3;3;Bali;Swasta;20;15537501;10251612;210880902;125190767;Milik Sendiri;Cukup;751;1;Konsumtif;10378777;12;Layak
551;22;Perempuan;Menikah;SMP;2;Jawa;Swasta;1;17794304;19096272;529737126;62312236;Kontrak;Cukup;439;5;Konsumtif;114064138;36;Layak
552;45;Laki-laki;Menikah;S1;3;Kalimantan;Wirausaha;30;9734642;8285416;369405393;111242405;Sewa;Buruk;652;2;Pendidikan;130173944;12;Tidak Layak
553;55;Perempuan;Lajang;SMA;2;Jawa;PNS;24;3496831;1154499;779575341;37012716;Milik Sendiri;Baik;742;1;Renovasi Rumah;161075269;36;Layak
554;25;Perempuan;Lajang;SMA;4;Jawa;Freelance;27;2103450;1821290;256284407;;Sewa;Tidak Ada Riwayat;481;3;Investasi;143907986;60;Tidak Layak
555;40;Perempuan;Menikah;SMA;5;Sumatera;Swasta;28;16594929;7576171;724220968;29874023;Milik Sendiri;Buruk;371;1;Modal Usaha;9310802;48;Layak
556;57;Perempuan;Menikah;S1;2;Jawa;PNS;11;10138277;8109790;676230909;99987352;Milik Sendiri;Buruk;735;3;Konsumtif;114693655;48;Tidak Layak
557;45;Laki-laki;Menikah;S1;5;Bali;Freelance;10;7113232;3072097;308227032;4119308;Sewa;Buruk;493;3;Modal Usaha;197710359;84;Tidak Layak
558;41;Perempuan;Menikah;SMA;4;Jawa;PNS;8;4680321;5260959;202414202;;Milik Sendiri;Tidak Ada Riwayat;543;1;Modal Usaha;159534425;84;Tidak Layak
559;47;Laki-laki;Lajang;S1;4;Sulawesi;Tidak Bekerja;;483647;562739;759431357;118008885;Sewa;Tidak Ada Riwayat;540;5;Renovasi Rumah;56419063;60;Tidak Layak
560;33;Laki-laki;Menikah;SMA;5;Kalimantan;Wirausaha;20;2394623;1092115;12854310;26126344;Sewa;Baik;701;4;Konsumtif;42797058;12;Tidak Layak
561;33;Laki-laki;Menikah;S1;5;Jawa;Wirausaha;29;5025816;5325914;252925767;39076865;Milik Sendiri;Baik;829;3;Kesehatan;58555130;84;Layak
562;26;Perempuan;Menikah;SMA;1;Sumatera;Swasta;14;11835291;9155464;698290263;73113674;Milik Sendiri;Cukup;782;1;Renovasi Rumah;80998845;84;Layak
563;33;Perempuan;Lajang;S1;2;Jawa;Wirausaha;14;8717296;7881664;514121683;134108647;Menumpang;Baik;727;3;Renovasi Rumah;187177503;36;Layak
564;43;Laki-laki;Menikah;S1;5;Sulawesi;Wirausaha;29;6995767;8175611;471670826;106895113;Milik Sendiri;Tidak Ada Riwayat;454;2;Modal Usaha;49986221;60;Tidak Layak
565;28;Perempuan;Lajang;S1;5;Sumatera;Wirausaha;6;17092071;8304640;796161818;70067074;Milik Sendiri;Buruk;383;3;Investasi;118616481;36;Layak
566;36;Perempuan;Menikah;D3;5;Jawa;Wirausaha;15;7371345;7428320;481300583;;Sewa;Tidak Ada Riwayat;407;2;Modal Usaha;107240087;24;Tidak Layak
567;19;Laki-laki;Lajang;SMA;0;Sumatera;Swasta;6;17874398;15298048;148723749;36640893;Sewa;Cukup;628;5;Kesehatan;39171255;48;Layak
568;51;Perempuan;Lajang;SMA;4;Jawa;PNS;4;6882294;3427174;;68459582;Milik Sendiri;Buruk;736;3;Renovasi Rumah;120216144;12;Tidak Layak
569;60;Perempuan;Menikah;SMA;0;Sulawesi;Swasta;27;7465810;7019735;765854303;28117195;Milik Sendiri;Buruk;422;3;Investasi;199371666;12;Layak
570;20;Laki-laki;Lajang;SMA;3;Kalimantan;PNS;34;5734839;6657833;598965369;10420088;Sewa;Cukup;694;5;Modal Usaha;96957235;36;Layak
571;40;Laki-laki;Lajang;SMA;5;Sumatera;PNS;19;14108827;16076703;273121304;103277368;Milik Sendiri;Cukup;833;4;Konsumtif;139197227;24;Layak
572;20;Perempuan;Menikah;SMA;1;Sumatera;Wirausaha;31;11202924;9185084;515553599;68985061;Sewa;Buruk;329;1;Modal Usaha;43745971;24;Tidak Layak
573;52;Perempuan;Duda/Janda;SMA;3;Jawa;Wirausaha;25;15143221;11316544;131027533;22441652;Menumpang;Baik;;1;Kesehatan;169344642;48;Layak
574;54;Perempuan;Cerai;D3;5;Bali;Wirausaha;15;2878158;2310275;785567098;72101465;Kontrak;Baik;512;3;Renovasi Rumah;63499079;12;Layak
575;24;Perempuan;Lajang;D3;2;Bali;Freelance;8;722917703;5242298;776995547;130997932;Kontrak;Cukup;309;1;Renovasi Rumah;178280055;60;Layak
576;64;Perempuan;Cerai;S1;4;Sulawesi;Tidak Bekerja;;132017;500000;300878084;106071289;Milik Sendiri;Cukup;702;2;Renovasi Rumah;157471148;48;Tidak Layak
577;29;Laki-laki;Lajang;D3;3;Sumatera;Swasta;7;14019696;4724606;;14902866;Sewa;Baik;717;5;Renovasi Rumah;102731352;36;Layak
578;48;Laki-laki;Lajang;D3;5;Jawa;Tidak Bekerja;;58536;500000;304788922;135970804;Kontrak;Cukup;555;4;Pendidikan;129829289;84;Tidak Layak
579;54;Perempuan;Duda/Janda;S1;5;Jawa;Wirausaha;30;1015146881;14295576;27401624;139467885;Sewa;Buruk;634;4;Modal Usaha;69275285;36;Layak
580;37;Perempuan;Menikah;D3;0;Jawa;Wirausaha;2;7098380;8509621;227007829;30757799;Sewa;Buruk;352;5;Renovasi Rumah;33994754;12;Tidak Layak
581;44;Laki-laki;Cerai;SMA;5;Sumatera;Swasta;27;7683387;7202843;733066870;134960632;Sewa;Buruk;705;5;Modal Usaha;166942326;48;Tidak Layak
582;42;Perempuan;Menikah;S1;3;Jawa;Swasta;25;15245314;9357196;153940453;109579278;Kontrak;Buruk;352;5;Modal Usaha;176817932;84;Tidak Layak
583;35;Perempuan;Menikah;SMA;2;Sumatera;PNS;24;11070224;11400935;494149835;21988042;Sewa;Baik;332;2;Modal Usaha;179230047;24;Layak
584;46;Perempuan;Menikah;S1;4;Jawa;Wirausaha;9;11290624;9509199;712900275;73936952;Milik Sendiri;Baik;327;4;Kesehatan;125030257;60;Layak
585;44;Laki-laki;Menikah;SMA;0;Sulawesi;Swasta;18;1918403195;6066471;388480857;72850159;Menumpang;Buruk;604;2;Modal Usaha;100138900;48;Layak
586;39;Laki-laki;Lajang;S1;4;Sumatera;Swasta;16;15411081;6670022;;122819457;Milik Sendiri;Baik;758;4;Modal Usaha;45746504;84;Layak
587;24;Laki-laki;Menikah;S1;5;Sumatera;Wirausaha;2;4361507;4513764;414277787;110628485;Sewa;Baik;401;3;Pendidikan;58207949;60;Layak
588;48;Perempuan;Lajang;S1;5;Sumatera;Swasta;13;12274131;6619589;286190161;68547071;Milik Sendiri;Buruk;588;5;Konsumtif;91360084;48;Tidak Layak
589;58;Laki-laki;Lajang;S2;2;Jawa;Swasta;4;4973900;2466650;142228653;;Milik Sendiri;Tidak Ada Riwayat;515;3;Konsumtif;86450972;60;Tidak Layak
590;47;Laki-laki;Lajang;SMA;3;Jawa;Swasta;33;7213285;6246827;6195411;20226190;Kontrak;Baik;444;3;Pendidikan;114250469;36;Layak
591;31;Laki-laki;Menikah;SMP;5;Sumatera;Wirausaha;25;16586133;19643538;475324408;22616418;Sewa;Baik;824;1;Renovasi Rumah;106336567;36;Layak
592;35;Laki-laki;Menikah;D3;0;Jawa;Swasta;30;8572511;6298976;520310058;65361160;Milik Sendiri;Cukup;616;2;Konsumtif;61384584;24;Layak
593;48;Laki-laki;Cerai;SMA;1;Kalimantan;Freelance;34;8556372;5042316;334330867;105940623;Menumpang;Baik;553;2;Modal Usaha;93458448;36;Layak
594;61;Laki-laki;Lajang;SMA;0;Jawa;Swasta;26;6052822;5862494;750461620;54388452;Sewa;Cukup;549;4;Investasi;43645342;48;Layak
595;57;Laki-laki;Duda/Janda;SMP;2;NTT/NTB;PNS;15;13598185;7148664;122697451;86322283;Sewa;Cukup;500;1;Modal Usaha;56531286;12;Layak
596;45;Perempuan;Lajang;SMA;1;Sumatera;Swasta;1;9696744;4614758;217416961;106799576;Milik Sendiri;Cukup;303;1;Renovasi Rumah;43790223;48;Tidak Layak
597;41;Perempuan;Lajang;SMA;3;Kalimantan;Swasta;13;13899577;8722705;126002703;67959576;Kontrak;Tidak Ada Riwayat;532;5;Pendidikan;11788025;48;Tidak Layak
598;19;Laki-laki;Lajang;SD;4;Bali;PNS;26;578554151;6330915;654729659;;Milik Sendiri;Tidak Ada Riwayat;691;5;Modal Usaha;175161842;36;Layak
599;55;Perempuan;Cerai;SMA;5;Bali;Swasta;10;16323239;6339210;519521302;26377826;Kontrak;Cukup;581;4;Konsumtif;137816972;12;Layak
600;60;Perempuan;Cerai;S1;0;Sulawesi;Swasta;29;9308313;3651596;354517911;114077042;Sewa;Baik;552;3;Renovasi Rumah;154992586;36;Layak
601;55;Laki-laki;Cerai;S1;1;Jawa;Wirausaha;20;3888346;3852929;213820807;94782620;Milik Sendiri;Tidak Ada Riwayat;745;5;Konsumtif;194660798;60;Tidak Layak
602;61;Laki-laki;Lajang;S1;4;Sumatera;PNS;25;9850911;5213922;60168710;146611382;Sewa;Cukup;544;4;Modal Usaha;144293459;36;Tidak Layak
603;59;Perempuan;Lajang;D3;4;Jawa;Wirausaha;17;13822009;10867288;445727407;142955228;Menumpang;Cukup;575;4;Renovasi Rumah;180365761;48;Layak
604;64;Laki-laki;Menikah;S1;2;Jawa;Swasta;19;13188190;15763271;515716184;118900;Milik Sendiri;Cukup;508;2;Renovasi Rumah;148734620;48;Layak
605;24;Perempuan;Menikah;D3;3;Jawa;Swasta;28;6093572;2888686;7105057;16025360;Milik Sendiri;Baik;451;2;Pendidikan;106373117;36;Layak
606;24;Laki-laki;Menikah;S1;4;Jawa;Swasta;30;4915927;3561358;756376045;16450957;Milik Sendiri;Buruk;484;5;Konsumtif;48639465;24;Layak
607;53;Perempuan;Duda/Janda;SMA;1;NTT/NTB;Swasta;25;13878975;14708612;372989318;9775359;Sewa;Cukup;646;3;Modal Usaha;65708312;48;Layak
608;18;Laki-laki;Menikah;S2;1;Jawa;Swasta;28;4385447;2825368;118003254;62391899;Kontrak;Cukup;831;1;Pendidikan;25695637;60;Tidak Layak
609;49;Perempuan;Menikah;D3;1;Sumatera;PNS;34;14547336;14373244;586300354;91722399;Sewa;Buruk;662;1;Pendidikan;55780634;60;Layak
610;20;Laki-laki;Menikah;SMA;2;Jawa;Freelance;21;17040044;14486820;733667437;113550439;Milik Sendiri;Buruk;745;3;Pendidikan;63113709;60;Layak
611;30;Perempuan;Duda/Janda;S1;2;Jawa;Swasta;31;5186025;4859156;64320864;;Milik Sendiri;Tidak Ada Riwayat;508;2;Modal Usaha;118168350;48;Tidak Layak
612;45;Laki-laki;Lajang;S1;3;Jawa;Wirausaha;4;16079036;16780633;450126940;;Milik Sendiri;Tidak Ada Riwayat;505;1;Modal Usaha;17002005;84;Layak
613;47;Perempuan;Lajang;D3;5;Jawa;Swasta;34;3864148;3346256;326045959;85092822;Menumpang;Cukup;547;2;Pendidikan;148661764;12;Tidak Layak
614;36;Laki-laki;Cerai;D3;4;Sumatera;Swasta;17;14123782;5524935;27693297;115859003;Kontrak;Baik;500;5;Modal Usaha;70624755;24;Layak
615;47;Perempuan;Lajang;SD;3;Jawa;Freelance;31;16287298;11682078;113161772;26217513;Milik Sendiri;Buruk;571;3;Modal Usaha;31381382;24;Layak
616;62;Laki-laki;Menikah;D3;4;Sulawesi;Swasta;18;5945449;7082226;162416417;;Menumpang;Tidak Ada Riwayat;767;2;Modal Usaha;83456197;84;Tidak Layak
617;19;Perempuan;Duda/Janda;S1;4;Sumatera;Swasta;8;4413430;3248872;455274909;47405299;Kontrak;Buruk;411;3;Modal Usaha;20538575;36;Tidak Layak
618;52;Perempuan;Menikah;SMA;1;Jawa;Swasta;2;13516630;4546707;484448252;5439467;Kontrak;Buruk;502;3;Modal Usaha;10422664;60;Layak
619;62;Laki-laki;Menikah;S1;2;Sumatera;Wirausaha;15;3044643;2561063;678565485;114320590;Kontrak;Tidak Ada Riwayat;402;4;Modal Usaha;100710881;48;Tidak Layak
620;47;Perempuan;Menikah;SMA;4;Sumatera;Swasta;23;2832132;1486585;350088313;94146503;Milik Sendiri;Baik;357;2;Modal Usaha;30132438;12;Layak
621;40;Laki-laki;Menikah;S1;4;Jawa;Wirausaha;8;12488449;7078355;33736186;23296868;Kontrak;Cukup;439;5;Renovasi Rumah;49560725;12;Layak
622;62;Perempuan;Menikah;SMA;2;Jawa;PNS;25;14280397;5368092;677568100;96077718;Milik Sendiri;Cukup;469;3;Modal Usaha;58706590;84;Layak
623;35;Perempuan;Lajang;D3;0;Sulawesi;Wirausaha;18;6641624;3377225;;;Sewa;Tidak Ada Riwayat;644;3;Renovasi Rumah;161702311;12;Tidak Layak
624;47;Laki-laki;Lajang;S1;1;Jawa;Swasta;1;3604236;3531752;285461224;113371;Milik Sendiri;Baik;691;1;Investasi;8269372;24;Layak
625;32;Laki-laki;Lajang;S2;3;Jawa;Swasta;29;7145645;6431118;407006305;2550983;Sewa;Buruk;492;3;Modal Usaha;125942435;12;Layak
626;41;Perempuan;Menikah;SD;0;Jawa;Tidak Bekerja;0;1180;500000;286802141;23488428;Menumpang;Buruk;763;1;Kesehatan;108269114;24;Tidak Layak
627;39;Perempuan;Lajang;D3;0;Sumatera;Swasta;3;7851653;7268892;474604128;77754887;Kontrak;Buruk;427;1;Pendidikan;163456894;60;Tidak Layak
628;56;Perempuan;Menikah;S1;2;Kalimantan;Wirausaha;12;13829700;7238481;739142665;104738942;Milik Sendiri;Tidak Ada Riwayat;566;5;Renovasi Rumah;52653410;84;Layak
629;51;Laki-laki;Menikah;S1;4;Jawa;Wirausaha;22;16518533;15125331;9900491;31950431;Menumpang;Baik;331;4;Modal Usaha;198373813;84;Layak
630;45;Perempuan;Lajang;S1;5;Jawa;Freelance;22;4120345;4071637;646180184;90695757;Milik Sendiri;Buruk;593;3;Modal Usaha;42852999;60;Tidak Layak
631;38;Laki-laki;Menikah;S2;4;Sumatera;Wirausaha;15;2333856;2319765;736478504;120746025;Kontrak;Baik;821;5;Konsumtif;94855688;60;Layak
632;29;Laki-laki;Menikah;SMA;5;NTT/NTB;Swasta;14;6002024;3964797;214620242;32126294;Kontrak;Baik;300;2;Investasi;154927865;36;Layak
633;62;Perempuan;Menikah;D3;2;Jawa;Wirausaha;18;5409524;5184815;314339007;128836795;Menumpang;Buruk;692;3;Renovasi Rumah;53145107;24;Tidak Layak
634;21;Perempuan;Lajang;SMA;3;Jawa;Tidak Bekerja;;463800;500000;84569344;37507840;Kontrak;Buruk;377;1;Modal Usaha;79527219;84;Tidak Layak
635;51;Perempuan;Lajang;SD;1;Kalimantan;Wirausaha;29;2294096;935453;175687108;44182315;Milik Sendiri;Buruk;485;3;Pendidikan;104539498;12;Tidak Layak
636;38;Laki-laki;Lajang;D3;0;Kalimantan;Freelance;4;9919831;7795182;307883274;21924599;Menumpang;Buruk;327;1;Pendidikan;168640745;48;Tidak Layak
637;60;Laki-laki;Menikah;SMA;5;Jawa;Swasta;8;10030078;7666282;352825435;65271304;Milik Sendiri;Cukup;715;3;Konsumtif;91822760;48;Layak
638;41;Laki-laki;Cerai;S1;3;Kalimantan;Wirausaha;14;3902050;3354477;256890785;37468991;Sewa;Buruk;499;5;Konsumtif;125943048;60;Tidak Layak
